岗位名称,工作地址,学历要求,工作经验,工作标签,企业名称,企业规模,企业福利,实习生,最低薪资,最高薪资
JAVA工程师,天津,本科,5-10年,"Java,SpringCloud,Nginx,MySQL,Redis",嗨浪科技,20-99人,"意外险,包吃,团建聚餐,年终奖,五险一金,通讯补贴,节日福利,带薪年假",0,11000,13000
PYTHONWEB前端工程师,天津,大专,3-5年,Vue,驰业科技(天津),500-999人,"定期体检,员工旅游,补充医疗保险,节日福利,加班补助,五险一金,零食下午茶,带薪年假",0,8000,12000
研发工程师,天津,本科,在校/应届,"Golang,C++服务端开发经验,C++,C语言,Linux,Go",易鲸捷,100-499人,"补充医疗保险,加班补助,五险一金,法定节假日三薪,股票期权,节假日加班费,节日福利,带薪年假,绩效奖金,定期体检,13薪",0,13000,18000
PHP,天津,大专,1-3年,"PHP,Laravel,Yii,ThinkPHP,MySQL,Redis,MongoDB",华易动力,20-99人,"交通补助,带薪年假,员工旅游,通讯补贴,节日福利,五险一金",0,5000,6000
软件测试,天津,大专,1-3年,"功能测试,性能测试,渗透测试,计算机相关专业",泰华宏业,20-99人,"五险一金,全勤奖,带薪年假,员工旅游,节日福利,餐补",0,7000,11000
JAVA,天津,本科,5-10年,"Java,Spring,MyBatis,SpringCloud,MySQL,MongoDB",北方汉王,100-499人,"五险一金,通讯补贴,加班补助,餐补,免费咖啡,包吃,免费停车,节日福利",0,12000,15000
前端工程师,天津,本科,3-5年,"CSS,css,Vue,前端开发经验,javascript",拓尔思,1000-9999人,"零食下午茶,餐补,节日福利,补充医疗保险,五险一金,定期体检,带薪年假,通讯补贴,年终奖,交通补助,13薪",0,10000,12000
网鱼招聘服务员,天津,中专/中技,经验不限,"卫生清洁,弹性工作制,团建聚餐,全职,包住",网鱼,1000-9999人,"节日福利,定期体检,年终奖,带薪年假,员工旅游,免费班车,零食下午茶,五险一金,健身房,咖啡馆",0,4000,7000
高级开发工程师,天津,本科,3-5年,"Java开发经验,Java,Hibernate,NoSQL,Linux,Struts",cloudree云瑞,20-99人,"五险一金,股票期权,年终奖,带薪年假,餐补,零食下午茶,节日福利,包住",0,10000,15000
JAVA研发,天津,本科,5-10年,"springboot,springcloud,集合 IO 多线程",天津行至简科技,500-999人,"带薪年假,节日福利,五险一金",0,12000,18000
前端开发工程师-远程办公,天津,本科,5-10年,"Vue,Node.js,React,前端开发经验",睿象云,100-499人,"五险一金,定期体检,带薪年假,年终奖,补充医疗保险",0,10000,15000
PHP高级工程师,天津,大专,1-3年,"PHP,Linux,后端开发",唯智互动,100-499人,"零食下午茶,节日福利,住房补贴,定期体检,员工旅游,餐补,年终奖,团建聚餐,五险一金,股票期权,保底工资,底薪加提成,带薪年假,生日福利,绩效奖金,加班补助",0,7000,10000
前端开发工程师,天津,本科,3-5年,"Vue,JavaScript,前端开发经验,uni-app",天津市芝麻网络科...,20-99人,无,0,8000,11000
WEB前端开发工程师,天津,大专,3-5年,"Vue,Node.js,HTML5",大圣科技,20-99人,"零食下午茶,餐补,带薪年假,年终奖,五险一金",0,8000,10000
测试工程师,天津,本科,3-5年,"自动化测试,Java",易宝软件,1000-9999人,"定期体检,加班补助,补充医疗保险,五险一金,法定节假日三薪,员工旅游,企业年金,交通补助,通讯补贴,节日福利,带薪年假,工龄奖,年终奖,零食下午茶,绩效奖金,六险一金,夜班补助,节假日加班费,餐补,双休",0,10000,11000
PHP开发,天津,大专,1-3年,"PHP,PHP开发经验",多乐信息,0-20人,"餐补,夜班补助,加班补助,节日福利,保底工资,全勤奖,生日福利,五险一金,节假日加班费",0,5000,8000
C开发工程师,天津,本科,经验不限,"C,PostgreSQL,国内院校优先,Redis,Linux开发,部署经验",马赫谷,20-99人,"员工旅游,定期体检,餐补,加班补助,年终奖,带薪年假,零食下午茶,节日福利,补充医疗保险,五险一金,股票期权,14薪",0,11000,20000
C/C++,天津,本科,5-10年,"C,Redis,分布式经验,Linux开发,部署经验",中科曙光,1000-9999人,"员工旅游,交通补助,加班补助,包吃,带薪年假,定期体检,全勤奖,项目奖金,五险一金,节日福利,补充医疗保险,免费班车,通讯补贴",0,10000,11000
C++/QT开发工程师,天津,本科,1-3年,"C++,QT,STL,军工开发,qt widget",宏达盛丰,100-499人,"带薪年假,加班补助,年终奖,定期体检,餐补,节日福利,五险一金",0,10000,15000
中级WEB前端开发工程师,天津,本科,1-3年,javascript,基理科技,100-499人,"全勤奖,五险一金,带薪年假,补充医疗保险,节日福利,零食下午茶,弹性工作,定期体检,年终奖",0,10000,15000
C++服务端开发工程师,天津,本科,3-5年,"C++服务端开发经验,多线处理,服务端算法,C++,游戏",天津西溪,20-99人,"定期体检,员工旅游,节日福利,生日福利,带薪年假,年终奖,团建聚餐,交通补助,绩效奖金,补充医疗保险,零食下午茶,五险一金,餐补",0,11000,20000
PYTHON工程师,天津,本科,3-5年,"后端,爬虫,数据开发,Python,Java",中电云脑,20-99人,"五险一金,免费班车,员工旅游,年终奖,定期体检,节日福利,带薪年假,交通补助",0,12000,20000
.NET,天津,本科,1-3年,".NET,.NET开发经验,计算机相关专业",蓝信互联,20-99人,"五险一金,交通补助,餐补,年终奖,生日福利,补充医疗保险,带薪年假,定期体检,夜班补助,加班补助,节日福利,高温补贴,通讯补贴,全勤奖,意外险",0,8000,10000
软件工程师,天津,大专,1-3年,"C#,Socket技术,多线程,.NET,ASP.NET,Winform",天堰科技,100-499人,"五险一金,带薪年假,餐补,节日福利",0,10000,15000
中高级JAVA开发工程师,天津,本科,3-5年,"数据结构,消息队列,SpringCloud,SSM,MySQL,GIT",东方网景,100-499人,"五险一金,加班补助,节日福利,员工旅游,年终奖,带薪年假,定期体检",0,11000,20000
脑机接口软件工程师,天津,本科,3-5年,"C++,C语言,C++服务端开发经验,英语读写能力良好",中科正澎,20-99人,"团建聚餐,员工旅游,五险一金,意外险,年终奖,节日福利,带薪年假,零食下午茶,全勤奖",0,10000,15000
PYTHON后端开发工程师,天津,本科,3-5年,"后端,机器学习,算法工程,Python",泰凡科技,20-99人,"全勤奖,带薪年假,餐补,五险一金,员工旅游,定期体检,年终奖,加班补助,节日福利",0,10000,15000
C/C++,天津,本科,3-5年,"C++,QT,MySQL,Linux开发,部署经验,数据库开发经验",天津怡创物联信息技术,0-20人,无,0,8000,13000
前端开发工程师,天津,本科,3-5年,"Vue,Node.js,ECharts",天津智农科技有限公司,0-20人,"绩效奖金,五险一金",0,9000,11000
PYTHON开发工程师,天津,本科,3-5年,"后端,Python",众趣科技,100-499人,"餐补,五险一金,补充医疗保险,零食下午茶,年终奖,茶话会,员工旅游,节日福利,通讯补贴,带薪年假,看电影,交通补助,部门聚餐,定期体检,13薪",0,11000,20000
中高级前端开发工程师,天津,大专,3-5年,"Vue,webpack,Hybird,nodejs、npm",华历,100-499人,"全勤奖,带薪年假,绩效奖金,法定节假日三薪,股票期权,底薪加提成,员工旅游,节日福利,年终奖,零食下午茶,五险一金,生日福利",0,10000,15000
PHP开发工程师,天津,本科,1-3年,"PHP,MySQL,Redis,MongoDB,PHP开发经验,前端经验",易遨中国,20-99人,"零食下午茶,带薪年假,底薪加提成,生日福利,年终奖,员工旅游,团建聚餐,绩效奖金,五险一金,节日福利",0,8000,10000
C++算法工程师,天津,本科,3-5年,"C++,Python,Linux开发,部署经验,C++服务端开发经验",卡雷尔机器人,20-99人,"交通补助,员工旅游,五险一金,节日福利,全勤奖,包吃,定期体检",0,12000,20000
高级后端研发工程师,天津,本科,经验不限,"C++,C,C#,QT,MFC,MySQL,架构设计经验",络捷斯特有限公司,100-499人,"年终奖,生日福利,节日福利,餐补,通讯补贴,带薪年假,全勤奖,团建聚餐,定期体检,五险一金,定期体检,员工旅游,零食下午茶,交通补助",0,11000,20000
WINDOWSC++软件开发工程师,天津,本科,1-3年,C++,勇心,20-99人,"无,13薪",0,10000,15000
C++开发工程师,天津,大专,1-3年,"多线程,网络协议,Socket技术,Linux,Windows",谷德科技,20-99人,"定期体检,股票期权,住房补贴,通讯补贴,员工旅游,年终奖,交通补助,带薪年假,五险一金",0,8000,13000
JAVA中级开发工程师,天津,本科,1-3年,"Java开发经验,Java,分布式系统开发经验,MyBatis",腾势,0-20人,无,0,10000,15000
高级逆向工程师,天津,本科,3-5年,计算机相关专业,戎行集团,100-499人,"包住,节日福利,五险一金,零食下午茶,底薪加提成,保底工资,带薪年假,加班补助,员工旅游,定期体检,股票期权,绩效奖金,餐补,交通补助",0,12000,18000
PHP,天津,本科,3-5年,"国内院校优先,PHP,Python,C++,计算机相关专业",企讯科技,0-20人,"全勤奖,年终奖,零食下午茶,节日福利,五险一金,定期体检,员工旅游,带薪年假",0,8000,10000
WINDOWS客户端开发工程师,天津,本科,经验不限,"C#,Java,.NET开发经验,C#开发经验,计算机相关专业",天津乐活网络科技,0-20人,"员工旅游,定期体检,有无线网,意外险,五险一金",0,5000,10000
JAVA,天津,大专,5-10年,"Java,Redis,MongoDB,Java开发经验",海天思博,20-99人,无,0,11000,17000
JAVA,天津,本科,1-3年,"Java,Spring,MySQL,Redis,不接受居家办公",懒人书,0-20人,无,0,8000,10000
PHP高级工程师,天津,本科,3-5年,"下肢残疾,肢体残疾,服务端开发经验,PHP开发经验",微选科技,0-20人,"有无线网,团建聚餐,员工旅游,五险一金,年终奖,绩效奖金,保底工资",0,5000,10000
JAVA高级开发工程师,天津,大专,3-5年,"Java,SQL,Spring,Mybatis,Redis,MySQL,Oracle",皓月科技,20-99人,"零食下午茶,节日福利,全勤奖,五险一金,年终奖,带薪年假",0,8000,12000
.NET开发工程师,天津,大专,3-5年,".NET,C#,MySQL,SQL Server,Oracle",摩佰尔,20-99人,"生日福利,节日福利,带薪年假,五险一金",0,8000,10000
C#软件工程师,天津,本科,1-3年,"C#,.NET开发经验,.NET,软件工程师,计算机相关专业",北京大象科技有限公司,20-99人,"补充医疗保险,餐补,员工旅游,五险一金,定期体检,年终奖,交通补助,节日福利,带薪年假",0,11000,20000
软件开发工程师,天津,本科,3-5年,"CRM,SQL,HTML,企业级应用开发,ERP,管理系统",迈创,20-99人,无,0,10000,15000
程序员C++,天津,大专,3-5年,"C++,C语言,C++服务端开发经验,计算机相关专业",零智零,0-20人,"零食下午茶,宿舍有空调,年终奖,有无线网,包吃,加班补助,全勤奖",0,5000,10000
利快生活招聘包装工,天津,初中及以下,5-10年,"五险一金,周末单休,带薪年假,五险法定假日放假,五险",利快生活,100-499人,"交通便利,法定节假日三薪,加班补助,零食下午茶,交通补助,节假日加班费,开工利是红包,咖啡时间,补充医疗保险,出差补贴调休,绿色有机食品,享受内购产品,意外险,法定假日,节日福利,定期体检,技能培训,五险一金,团建活动,通讯补贴",0,5000,6000
GIS前端开发工程师,天津,本科,5-10年,"地理信息,测绘工程相关专业,前端开发经验,WebGIS开发经验",天科数创,500-999人,"定期体检,五险一金,餐补,带薪年假,年终奖,生日福利,节日福利",0,11000,16000
PHP,天津,本科,经验不限,"小程序,ThinkPHP,TP框架,Linux,全栈开发,后端开发",沐鱼科技,20-99人,"餐补,员工旅游,五险一金,节日福利,带薪年假,年终奖",0,7000,12000
全栈开发工程师,天津,本科,经验不限,"HTML,CSS,前端开发,.NET,数据结构,React,Vue",天睿科技,0-20人,"五险一金,年终奖,股票期权,带薪年假",0,8000,13000
前端工程师,天津,本科,3-5年,"计算机,软件工程相关专业,前端开发经验,架构师经验",智享工程,20-99人,"五险一金,高温补贴,保底工资,全勤奖,加班补助,包吃,交通补助,年终奖,生日福利,底薪加提成,零食下午茶,绩效奖金,带薪年假,通讯补贴,餐补,节日福利,股票期权",0,12000,13000
全栈工程师,天津,本科,3-5年,"全栈侧重后端,JavaScript,HTML,Vue,Java,.NET",菲利科,20-99人,"定期体检,股票期权,五险一金,节日福利,补充医疗保险",0,11000,20000
WPF开发工程师,天津,大专,3-5年,"C#,Java,C#开发经验",天津岚图科技有限公司,20-99人,"保底工资,带薪年假,法定节假日三薪,五险一金",0,8000,11000
GIS数据处理工程师,天津,大专,1-3年,"gis,数据处理",逅暮时光文化传媒,20-99人,"包吃,带薪年假,定期体检,员工旅游,交通补助,补充医疗保险,五险一金,零食下午茶,股票期权,节日福利,年终奖,全勤奖,通讯补贴,餐补",0,6000,10000
PHP开发工程师,天津,大专,3-5年,"PHP,后端开发,MySQL",佐佑未来,20-99人,"五险一金,带薪年假,节日福利",0,10000,12000
WEB前端开发工程师,天津,本科,3-5年,"HTML,CSS,CSS3,HTML5,网络协议,Web端,移动端",云华,20-99人,"全勤奖,年终奖",0,9000,11000
GIS开发工程师,天津,本科,经验不限,"地理信息,测绘工程相关专业,WebGIS开发经验",神州视联,100-499人,"五险一金,通讯补贴,免费班车,股票期权,住房补贴,绩效奖金,年终奖,保底工资",0,13000,20000
WEB前端工程师,天津,本科,5-10年,"Vue,前端开发经验",云上至华,0-20人,"五险一金,年终奖",0,6000,11000
PHP,天津,本科,经验不限,PHP,天津新濠网络科技发展,0-20人,无,0,5000,10000
小程序&APP开发,天津,大专,3-5年,"全栈无侧重,全栈侧重前端,JavaScript,HTML,Java",天津东丽区米度建...,0-20人,无,0,7000,10000
PHP开发工程师,天津,大专,1-3年,"PHP,数据库",前潮网络,20-99人,"团建聚餐,生日福利,节日福利,零食下午茶,交通补助,年终奖,工龄奖,底薪加提成,餐补,绩效奖金",0,6000,10000
.NET软件开发工程师,天津,大专,3-5年,".NET,C#,MySQL,SQL Server,Oracle,计算机相关专业",天津市康德仕智能...,0-20人,"五险一金,交通补助,年终奖,餐补",0,10000,13000
接口开发工程师,天津,本科,5-10年,"MySQL,Java,Spring",江天智云,20-99人,"加班补助,带薪年假,餐补,年终奖,股票期权",0,12000,24000
GIS研发工程师,天津,本科,经验不限,"OpenGL,WebGL,GeoServer",中电万维,1000-9999人,"五险一金,补充医疗保险,带薪年假,年终奖,零食下午茶,餐补,通讯补贴,交通补助,定期体检,13薪",0,10000,15000
JAVA研发工程师,天津,大专,3-5年,"SSM,MySQL,SQL Server,Oracle,后端开发",道本科技,100-499人,"生日福利,节日福利,带薪年假,五险一金,员工旅游",0,8000,13000
EAP工程师,天津,本科,3-5年,"C#,Oracle,MySQL",getech,100-499人,"无,14薪",0,8000,12000
